,Precision@5,Recall@5,NDCG@5,Hit_Rate@5,Precision@10,Recall@10,NDCG@10,Hit_Rate@10,Precision@20,Recall@20,NDCG@20,Hit_Rate@20,Precision@50,Recall@50,NDCG@50,Hit_Rate@50,MRR,Coverage
BERT,0.013368983957219225,0.013549571343688987,0.015137168898384741,0.06256684491978609,0.010748663101604283,0.02186656480774129,0.017546325949921462,0.09732620320855614,0.00906417112299469,0.035460062813004053,0.023321425025773636,0.15080213903743314,0.006213903743315447,0.05706370426958675,0.03088898124549347,0.23957219251336898,0.04168797015631762,0.38109756097560976
