,Precision@5,Recall@5,NDCG@5,Hit_Rate@5,Precision@10,Recall@10,NDCG@10,Hit_Rate@10,Precision@20,Recall@20,NDCG@20,Hit_Rate@20,Precision@50,Recall@50,NDCG@50,Hit_Rate@50,MRR,Coverage
BERT,0.009518716577540094,0.010270562770562765,0.010910409412423504,0.04438502673796792,0.008128342245989286,0.017519098548510307,0.013370048563369138,0.0732620320855615,0.006711229946524082,0.02736652236652239,0.01755756793097623,0.11497326203208556,0.004716577540106915,0.04603068500127331,0.02382168738237156,0.1877005347593583,0.030418467159544334,0.40498899486427
